"название";"дата";"время";" размер"
"p5-Devel-TraceUse-2.093.tgz";"25-Feb-2016";"02:22";8533
"p5-Devel-ebug-0.56.tgz";"25-Feb-2016";"02:22";"     23K"
"p5-Devel-ptkdb-1.233v0.tgz";"25-Feb-2016";"02:22";"     79K"
"p5-Device-Gsm-1.60.tgz";"25-Feb-2016";"02:22";"     54K"
"p5-Device-Modem-1.56.tgz";"25-Feb-2016";"02:22";"     45K"
"p5-Device-SerialPort-1.04p2v0.tgz";"25-Feb-2016";"02:22";"     50K"
"p5-Device-USB-0.31p6.tgz";"25-Feb-2016";"02:22";"     41K"
"p5-Digest-BubbleBabble-0.02p0.tgz";"25-Feb-2016";"02:22";4539
"p5-Digest-HMAC-1.03p0.tgz";"25-Feb-2016";"02:22";5010
"p5-Digest-MD2-2.04p0.tgz";"25-Feb-2016";"02:22";9988
"p5-Digest-MD4-1.9p1.tgz";"25-Feb-2016";"02:22";"     14K"
"p5-Digest-MD5-M4p-0.01p5.tgz";"25-Feb-2016";"02:22";"     10K"
"p5-Digest-Nilsimsa-0.06p5.tgz";"25-Feb-2016";"02:22";"     13K"
"p5-Digest-Perl-MD5-1.9.tgz";"25-Feb-2016";"02:22";8519
"p5-Digest-SHA1-2.13p4.tgz";"25-Feb-2016";"02:22";"     15K"
"p5-Digest-Skein-0.05p3.tgz";"25-Feb-2016";"02:22";"     71K"
"p5-Dir-Self-0.11.tgz";"25-Feb-2016";"02:22";3887
"p5-Directory-Scratch-0.18.tgz";"25-Feb-2016";"02:22";"     12K"
"p5-Dist-CheckConflicts-0.11.tgz";"25-Feb-2016";"02:22";6929
"p5-Drupal-Admin-0.04p2.tgz";"25-Feb-2016";"02:22";"     13K"
"p5-EV-4.22.tgz";"25-Feb-2016";"02:22";"    239K"
"p5-Email-Abstract-3.008.tgz";"25-Feb-2016";"02:22";9598
"p5-Email-Address-1.908.tgz";"25-Feb-2016";"02:22";"     10K"
"p5-Email-Address-List-0.05.tgz";"25-Feb-2016";"02:22";7411
"p5-Email-Date-1.104.tgz";"25-Feb-2016";"02:22";4684
"p5-Email-Date-Format-1.005.tgz";"25-Feb-2016";"02:22";4350
"p5-Email-Filter-1.034.tgz";"25-Feb-2016";"02:22";7529
"p5-Email-Find-0.10p0.tgz";"25-Feb-2016";"02:22";7551
"p5-Email-Folder-0.859.tgz";"25-Feb-2016";"02:22";"     11K"
"p5-Email-FolderType-0.814.tgz";"25-Feb-2016";"02:22";6186
"p5-Email-LocalDelivery-1.200.tgz";"25-Feb-2016";"02:22";6236
"p5-Email-MIME-1.937.tgz";"25-Feb-2016";"02:22";"     19K"
"p5-Email-MIME-Attachment-Stripper-1.317.tgz";"25-Feb-2016";"02:22";4866
"p5-Email-MIME-ContentType-1.018.tgz";"25-Feb-2016";"02:22";5078
"p5-Email-MIME-Encodings-1.315.tgz";"25-Feb-2016";"02:22";4355
"p5-Email-MessageID-1.401p0.tgz";"25-Feb-2016";"02:22";4432
"p5-Email-Received-1.00.tgz";"25-Feb-2016";"02:22";9016
"p5-Email-Reply-1.204.tgz";"25-Feb-2016";"02:22";7781
"p5-Email-Send-2.201.tgz";"25-Feb-2016";"02:22";"     17K"
"p5-Email-Sender-1.300018.tgz";"25-Feb-2016";"02:22";"     39K"
"p5-Email-Simple-2.208.tgz";"25-Feb-2016";"02:22";"     12K"
"p5-Email-Valid-1.198.tgz";"25-Feb-2016";"02:22";"     11K"
"p5-Email-Valid-Loose-0.05p0.tgz";"25-Feb-2016";"02:22";3917
"p5-Encode-Detect-1.01p4.tgz";"25-Feb-2016";"02:22";"     79K"
"p5-Encode-IMAPUTF7-1.05.tgz";"25-Feb-2016";"02:22";5802
"p5-Encode-Locale-1.05.tgz";"25-Feb-2016";"02:22";8130
"p5-Env-PS1-0.06p0.tgz";"25-Feb-2016";"02:22";9928
"p5-Error-0.17024.tgz";"25-Feb-2016";"02:22";"     15K"
"p5-Eval-Closure-0.13.tgz";"25-Feb-2016";"02:22";7048
"p5-Event-1.24p0.tgz";"25-Feb-2016";"02:22";"    247K"
"p5-Event-ExecFlow-0.64.tgz";"25-Feb-2016";"02:22";"     23K"
"p5-Event-RPC-1.08.tgz";"25-Feb-2016";"02:22";"     50K"
"p5-Exception-Class-1.39.tgz";"25-Feb-2016";"02:22";"     19K"
"p5-Expect-1.32.tgz";"25-Feb-2016";"02:22";"     50K"
"p5-Expect-Simple-0.04p0.tgz";"25-Feb-2016";"02:22";7415
"p5-Exporter-Lite-0.02p0.tgz";"25-Feb-2016";"02:22";5352
"p5-Exporter-Tidy-0.06p1.tgz";"25-Feb-2016";"02:22";5812
"p5-Exporter-Tiny-0.042.tgz";"25-Feb-2016";"02:22";"     14K"
"p5-ExtUtils-CChecker-0.10.tgz";"25-Feb-2016";"02:22";9559
"p5-ExtUtils-Config-0.008.tgz";"25-Feb-2016";"02:22";3840
"p5-ExtUtils-Depends-0.306.tgz";"25-Feb-2016";"02:22";9988
"p5-ExtUtils-Helpers-0.022.tgz";"25-Feb-2016";"02:22";7732
"p5-ExtUtils-InstallPaths-0.010.tgz";"25-Feb-2016";"02:22";"     10K"
"p5-ExtUtils-PkgConfig-1.15.tgz";"25-Feb-2016";"02:22";6437
"p5-ExtUtils-XSBuilder-0.28p2.tgz";"25-Feb-2016";"02:22";"     58K"
"p5-ExtUtils-XSpp-0.18.tgz";"25-Feb-2016";"02:22";"     67K"
"p5-FCGI-ProcManager-0.19p0.tgz";"25-Feb-2016";"02:22";"     10K"
"p5-Feed-Find-0.07.tgz";"25-Feb-2016";"02:22";5299
"p5-File-Attributes-0.04p4.tgz";"25-Feb-2016";"02:22";8946
"p5-File-Attributes-Recursive-0.02p1.tgz";"25-Feb-2016";"02:22";5101
"p5-File-BOM-0.15.tgz";"25-Feb-2016";"02:22";"     10K"
"p5-File-BaseDir-0.03p0.tgz";"25-Feb-2016";"02:22";6243
"p5-File-ChangeNotify-0.20p0.tgz";"25-Feb-2016";"02:22";"     15K"
"p5-File-Copy-Recursive-0.38p1.tgz";"25-Feb-2016";"02:22";"     11K"
"p5-File-CreationTime-2.04p1.tgz";"25-Feb-2016";"02:22";4600
"p5-File-DesktopEntry-0.12.tgz";"25-Feb-2016";"02:22";"     13K"
"p5-File-DirCompare-0.7p0.tgz";"25-Feb-2016";"02:22";5848
"p5-File-Find-Object-0.2.7.tgz";"25-Feb-2016";"02:22";"     11K"
"p5-File-Find-Object-Rule-0.0305.tgz";"25-Feb-2016";"02:22";"     20K"
"p5-File-Find-Rule-0.34.tgz";"25-Feb-2016";"02:22";"     16K"
"p5-File-Find-Rule-Filesys-Virtual-1.22p0.tgz";"25-Feb-2016";"02:22";4631
"p5-File-Find-Rule-Perl-1.15.tgz";"25-Feb-2016";"02:22";5885
"p5-File-Finder-0.53p1.tgz";"25-Feb-2016";"02:22";"     15K"
"p5-File-Flat-1.04.tgz";"25-Feb-2016";"02:22";"     14K"
"p5-File-FnMatch-0.02p1.tgz";"25-Feb-2016";"02:22";8316
"p5-File-HomeDir-1.00.tgz";"25-Feb-2016";"02:22";"     23K"
"p5-File-KeePass-2.03p0.tgz";"25-Feb-2016";"02:22";"     29K"
"p5-File-LibMagic-1.15.tgz";"25-Feb-2016";"02:22";"     20K"
"p5-File-Listing-6.04.tgz";"25-Feb-2016";"02:22";6803
"p5-File-MMagic-1.30.tgz";"25-Feb-2016";"02:22";"     19K"
"p5-File-MMagic-XS-0.09008p0.tgz";"25-Feb-2016";"02:22";"     31K"
"p5-File-MimeInfo-0.27.tgz";"25-Feb-2016";"02:22";"     29K"
"p5-File-Modified-0.10.tgz";"25-Feb-2016";"02:22";7698
"p5-File-Monitor-1.00.tgz";"25-Feb-2016";"02:22";"     21K"
"p5-File-NCopy-0.32p1.tgz";"25-Feb-2016";"02:22";8487
"p5-File-NFSLock-1.27.tgz";"25-Feb-2016";"02:22";"     11K"
"p5-File-Next-1.12p0.tgz";"25-Feb-2016";"02:22";9480
"p5-File-Path-Expand-1.02p0.tgz";"25-Feb-2016";"02:22";3343
"p5-File-ReadBackwards-1.05.tgz";"25-Feb-2016";"02:22";7129
"p5-File-Remove-1.55.tgz";"25-Feb-2016";"02:22";8764
"p5-File-Rotate-Backup-0.13p0.tgz";"25-Feb-2016";"02:22";"     10K"
"p5-File-RsyncP-0.70p2.tgz";"25-Feb-2016";"02:22";"     80K"
"p5-File-Scan-ClamAV-1.93.tgz";"25-Feb-2016";"02:22";7621
"p5-File-ShareDir-1.102.tgz";"25-Feb-2016";"02:22";8458
"p5-File-ShareDir-Install-0.10.tgz";"25-Feb-2016";"02:22";6898
"p5-File-Slurp-9999.19.tgz";"25-Feb-2016";"02:22";"     17K"
"p5-File-Slurper-0.008.tgz";"25-Feb-2016";"02:22";5506
"p5-File-Sync-0.09p5.tgz";"25-Feb-2016";"02:22";6922
"p5-File-Tail-1.3.tgz";"25-Feb-2016";"02:22";"     12K"
"p5-File-Tempdir-0.02p0.tgz";"25-Feb-2016";"02:22";3855
"p5-File-Touch-0.10.tgz";"25-Feb-2016";"02:23";5015
"p5-File-Type-0.22p2.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-File-Which-1.19.tgz";"25-Feb-2016";"02:23";7455
"p5-File-chdir-0.1010.tgz";"25-Feb-2016";"02:23";7894
"p5-File-chmod-0.42.tgz";"25-Feb-2016";"02:23";8417
"p5-File-pushd-1.009.tgz";"25-Feb-2016";"02:23";6160
"p5-FileHandle-Unget-0.1628.tgz";"25-Feb-2016";"02:23";8797
"p5-Filesys-Df-0.92p5.tgz";"25-Feb-2016";"02:23";"     10K"
"p5-Filesys-DiskSpace-0.05p2.tgz";"25-Feb-2016";"02:23";5877
"p5-Filesys-Notify-Simple-0.12.tgz";"25-Feb-2016";"02:23";5639
"p5-Filesys-Statvfs-0.82p1.tgz";"25-Feb-2016";"02:23";7260
"p5-Filesys-Virtual-0.06p0.tgz";"25-Feb-2016";"02:23";4429
"p5-Filesys-Virtual-DAAP-0.04p1.tgz";"25-Feb-2016";"02:23";5793
"p5-Filesys-Virtual-Plain-0.10p0.tgz";"25-Feb-2016";"02:23";8202
"p5-Filter-Template-1.043.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-Finance-Bank-DE-DTA-Create-1.03.tgz";"25-Feb-2016";"02:23";9460
"p5-Finance-Currency-Convert-XE-0.25.tgz";"25-Feb-2016";"02:23";9923
"p5-Finance-IIF-0.20.01p1.tgz";"25-Feb-2016";"02:23";9502
"p5-Finance-Quote-1.38.tgz";"25-Feb-2016";"02:23";"    154K"
"p5-Finance-QuoteHist-1.24.tgz";"25-Feb-2016";"02:23";"     30K"
"p5-Font-AFM-1.20p0.tgz";"25-Feb-2016";"02:23";"     10K"
"p5-Font-TTF-1.05.tgz";"25-Feb-2016";"02:23";"    266K"
"p5-FormValidator-Simple-0.29.tgz";"25-Feb-2016";"02:23";"     19K"
"p5-Fortran-Format-0.90p0.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-FreezeThaw-0.5001.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-FuzzyOcr-3.6.0.146p3.tgz";"25-Feb-2016";"02:23";"     30K"
"p5-GD-2.56.tgz";"25-Feb-2016";"02:23";"    107K"
"p5-GD-Barcode-1.15p1.tgz";"25-Feb-2016";"02:23";"    857K"
"p5-GD-Graph-1.52.tgz";"25-Feb-2016";"02:23";"     81K"
"p5-GD-Graph3d-0.63p0.tgz";"25-Feb-2016";"02:23";"     20K"
"p5-GD-SVG-0.33.tgz";"25-Feb-2016";"02:23";"     60K"
"p5-GD-SecurityImage-1.73.tgz";"25-Feb-2016";"02:23";"     39K"
"p5-GD-TextUtil-0.86p2.tgz";"25-Feb-2016";"02:23";"     20K"
"p5-GDBM_File-1.22p0.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-GMail-IMAPD-0.94p2.tgz";"25-Feb-2016";"02:23";"     10K"
"p5-GPS-PRN-0.05p0.tgz";"25-Feb-2016";"02:23";5046
"p5-GRID-Machine-0.127p0.tgz";"25-Feb-2016";"02:23";"    174K"
"p5-Gateway-0.42p4.tgz";"25-Feb-2016";"02:23";"     68K"
"p5-Geo-Coder-US-1.00p1.tgz";"25-Feb-2016";"02:23";"     24K"
"p5-Geo-Constants-0.06p0.tgz";"25-Feb-2016";"02:23";3955
"p5-Geo-Coordinates-UTM-0.11.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-Geo-Coordinates-UTM-XS-0.04p4.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-Geo-Ellipsoids-0.16p0.tgz";"25-Feb-2016";"02:23";7984
"p5-Geo-Fips55-0.01p0.tgz";"25-Feb-2016";"02:23";5134
"p5-Geo-Forward-0.14.tgz";"25-Feb-2016";"02:23";6047
"p5-Geo-Functions-0.07p0.tgz";"25-Feb-2016";"02:23";4462
"p5-Geo-GDAL-2.0.2.tgz";"25-Feb-2016";"02:23";"    498K"
"p5-Geo-IP-1.45.tgz";"25-Feb-2016";"02:23";"     78K"
"p5-Geo-Inverse-0.05p1.tgz";"25-Feb-2016";"02:23";5173
"p5-Geo-METAR-1.15p0.tgz";"25-Feb-2016";"02:23";"     19K"
"p5-Geo-StreetAddress-US-1.04.tgz";"25-Feb-2016";"02:23";"     15K"
"p5-Geo-TigerLine-0.03.tgz";"25-Feb-2016";"02:23";"     60K"
"p5-Geo-UK-Postcode-Regex-0.015.tgz";"25-Feb-2016";"02:23";"     31K"
"p5-Geography-Countries-2009041301p0.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-Getargs-Long-1.1007.tgz";"25-Feb-2016";"02:23";"     15K"
"p5-Getopt-ArgvFile-1.11.tgz";"25-Feb-2016";"02:23";"     16K"
"p5-Getopt-Euclid-0.2.0p0.tgz";"25-Feb-2016";"02:23";"     31K"
"p5-Getopt-Long-Descriptive-0.098.tgz";"25-Feb-2016";"02:23";"     15K"
"p5-Getopt-Simple-1.52.tgz";"25-Feb-2016";"02:23";6977
"p5-Git-Repository-1.316.tgz";"25-Feb-2016";"02:23";"     36K"
"p5-Glib-Object-Introspection-0.040.tgz";"25-Feb-2016";"02:23";"     65K"
"p5-Glib2-1.321.tgz";"25-Feb-2016";"02:23";"    306K"
"p5-GnuPG-0.19.tgz";"25-Feb-2016";"02:23";"     21K"
"p5-GnuPG-Interface-0.44.tgz";"25-Feb-2016";"02:23";"     38K"
"p5-Graph-0.9704.tgz";"25-Feb-2016";"02:23";"    100K"
"p5-GraphViz-2.02p2.tgz";"25-Feb-2016";"02:23";"     40K"
"p5-Graphics-ColorNames-2.11p2.tgz";"25-Feb-2016";"02:23";"     22K"
"p5-Graphics-ColorNames-WWW-1.13.tgz";"25-Feb-2016";"02:23";9675
"p5-Gravatar-URL-1.06p0.tgz";"25-Feb-2016";"02:23";8920
"p5-Gtk2-1.2497.tgz";"25-Feb-2016";"02:23";"      1M"
"p5-Gtk2-Ex-FormFactory-0.67.tgz";"25-Feb-2016";"02:23";"    124K"
"p5-Gtk2-Ex-PodViewer-0.18p2.tgz";"25-Feb-2016";"02:23";"     21K"
"p5-Gtk2-Ex-Simple-List-0.50p2.tgz";"25-Feb-2016";"02:23";"     14K"
"p5-Gtk2-GladeXML-1.007p9.tgz";"25-Feb-2016";"02:23";"     15K"
"p5-Gtk2-ImageView-0.05p1.tgz";"25-Feb-2016";"02:23";"     51K"
"p5-Guard-1.023.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-HTML-Base-0.6p2.tgz";"25-Feb-2016";"02:23";"     25K"
"p5-HTML-CGIChecker-0.90p1.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-HTML-CalendarMonthSimple-1.25p1.tgz";"25-Feb-2016";"02:23";"     23K"
"p5-HTML-Clean-0.8p1.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-HTML-Copy-1.31.tgz";"25-Feb-2016";"02:23";8151
"p5-HTML-Display-0.40.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-HTML-Embperl-2.3.0p7.tgz";"25-Feb-2016";"02:23";"    496K"
"p5-HTML-FillInForm-2.21.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-HTML-Form-6.03.tgz";"25-Feb-2016";"02:23";"     19K"
"p5-HTML-FormFu-0.07003p0.tgz";"25-Feb-2016";"02:23";"    225K"
"p5-HTML-Format-2.11.tgz";"25-Feb-2016";"02:23";"     29K"
"p5-HTML-FormatText-WithLinks-0.15.tgz";"25-Feb-2016";"02:23";7384
"p5-HTML-FormatText-WithLinks-AndTables-0.06.tgz";"25-Feb-2016";"02:23";8093
"p5-HTML-FromText-2.07.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-HTML-Highlight-0.20p1.tgz";"25-Feb-2016";"02:23";7214
"p5-HTML-Lint-2.22p0.tgz";"25-Feb-2016";"02:23";"     22K"
"p5-HTML-Mason-1.45p0.tgz";"25-Feb-2016";"02:23";"    271K"
"p5-HTML-Mason-PSGIHandler-0.53.tgz";"25-Feb-2016";"02:23";5191
"p5-HTML-Parser-3.72.tgz";"25-Feb-2016";"02:23";"     77K"
"p5-HTML-PopupTreeSelect-1.6p0.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-HTML-PrettyPrinter-0.03.tgz";"25-Feb-2016";"02:23";"     19K"
"p5-HTML-Prototype-1.48.tgz";"25-Feb-2016";"02:23";"     68K"
"p5-HTML-Quoted-0.04.tgz";"25-Feb-2016";"02:23";5587
"p5-HTML-ResolveLink-0.05p1.tgz";"25-Feb-2016";"02:23";4838
"p5-HTML-RewriteAttributes-0.05p0.tgz";"25-Feb-2016";"02:23";7366
"p5-HTML-SBC-0.15p1.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-HTML-Scrubber-0.09.tgz";"25-Feb-2016";"02:23";9549
"p5-HTML-SimpleParse-0.12p1.tgz";"25-Feb-2016";"02:23";8757
"p5-HTML-SiteTear-1.44.tgz";"25-Feb-2016";"02:23";"     14K"
"p5-HTML-Stream-1.60p1.tgz";"25-Feb-2016";"02:23";"     28K"
"p5-HTML-StripScripts-1.05p0.tgz";"25-Feb-2016";"02:23";"     28K"
"p5-HTML-StripScripts-Parser-1.03p0.tgz";"25-Feb-2016";"02:23";4913
"p5-HTML-Table-2.08ap0.tgz";"25-Feb-2016";"02:23";"     27K"
"p5-HTML-TableContentParser-0.13p3.tgz";"25-Feb-2016";"02:23";5035
"p5-HTML-TableExtract-2.13.tgz";"25-Feb-2016";"02:23";"     21K"
"p5-HTML-TagCloud-0.38.tgz";"25-Feb-2016";"02:23";6393
"p5-HTML-TagFilter-1.03p1.tgz";"25-Feb-2016";"02:23";"     17K"
"p5-HTML-Tagset-3.20p1.tgz";"25-Feb-2016";"02:23";8571
"p5-HTML-Template-2.9.tgz";"25-Feb-2016";"02:23";"     51K"
"p5-HTML-Template-Expr-0.07.tgz";"25-Feb-2016";"02:23";"     10K"
"p5-HTML-Template-JIT-0.05p0.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-HTML-Tidy-1.56p0.tgz";"25-Feb-2016";"02:23";"     15K"
"p5-HTML-Tiny-1.05p0.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-HTML-TokeParser-Simple-3.16.tgz";"25-Feb-2016";"02:23";"     20K"
"p5-HTML-Tree-5.03.tgz";"25-Feb-2016";"02:23";"    193K"
"p5-HTML-TreeBuilder-XPath-0.14.tgz";"25-Feb-2016";"02:23";9249
"p5-HTML-Widget-1.11p0.tgz";"25-Feb-2016";"02:23";"     78K"
"p5-HTTP-Async-0.09p1.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-HTTP-Body-1.22.tgz";"25-Feb-2016";"02:23";"     11K"
"p5-HTTP-BrowserDetect-2.08.tgz";"25-Feb-2016";"02:23";"     26K"
"p5-HTTP-Cookies-6.01.tgz";"25-Feb-2016";"02:23";"     15K"
"p5-HTTP-DAV-0.48.tgz";"25-Feb-2016";"02:23";"     87K"
"p5-HTTP-Daemon-6.01.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-HTTP-Date-6.02.tgz";"25-Feb-2016";"02:23";7357
"p5-HTTP-GetImages-0.343p1.tgz";"25-Feb-2016";"02:23";9547
"p5-HTTP-Headers-Fast-0.20.tgz";"25-Feb-2016";"02:23";8535
"p5-HTTP-Lite-2.1.6p0.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-HTTP-Message-6.11.tgz";"25-Feb-2016";"02:23";"     60K"
"p5-HTTP-Negotiate-6.01.tgz";"25-Feb-2016";"02:23";9343
"p5-HTTP-Parser-XS-0.17.tgz";"25-Feb-2016";"02:23";"     18K"
"p5-HTTP-Proxy-0.304.tgz";"25-Feb-2016";"02:23";"     62K"
"p5-HTTP-Recorder-0.07.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-HTTP-Request-AsCGI-1.2p1.tgz";"25-Feb-2016";"02:23";6526
"p5-HTTP-Request-Params-1.02.tgz";"25-Feb-2016";"02:23";4974
"p5-HTTP-Response-Encoding-0.06p0.tgz";"25-Feb-2016";"02:23";5070
"p5-HTTP-Server-Simple-0.51.tgz";"25-Feb-2016";"02:23";"     16K"
"p5-HTTP-Server-Simple-Mason-0.14.tgz";"25-Feb-2016";"02:23";7800
"p5-HTTP-Server-Simple-PSGI-0.16.tgz";"25-Feb-2016";"02:23";5541
"p5-HTTP-Server-Simple-Recorder-0.03.tgz";"25-Feb-2016";"02:23";5199
"p5-HTTPD-Log-Filter-1.08p2.tgz";"25-Feb-2016";"02:23";9034
"p5-Hash-AutoHash-1.17.tgz";"25-Feb-2016";"02:23";"     26K"
"p5-Hash-AutoHash-Args-1.18.tgz";"25-Feb-2016";"02:23";"     21K"
"p5-Hash-Flatten-1.19.tgz";"25-Feb-2016";"02:23";7556
"p5-Hash-Merge-0.200.tgz";"25-Feb-2016";"02:23";9066
"p5-Hash-Merge-Simple-0.051.tgz";"25-Feb-2016";"02:23";4952
"p5-Hash-MultiValue-0.16.tgz";"25-Feb-2016";"02:23";9260
"p5-Hash-NoRef-0.03p5.tgz";"25-Feb-2016";"02:23";7695
"p5-Hash-Util-FieldHash-Compat-0.10.tgz";"25-Feb-2016";"02:23";5553
"p5-Heap-0.80p1.tgz";"25-Feb-2016";"02:23";"     21K"
"p5-Hijk-0.26.tgz";"25-Feb-2016";"02:23";"     14K"
"p5-Hook-LexWrap-0.25.tgz";"25-Feb-2016";"02:23";8146
"p5-I18N-Charset-1.414.tgz";"25-Feb-2016";"02:23";"     28K"
"p5-I18N-LangTags-0.35p3.tgz";"25-Feb-2016";"02:23";"     42K"
"p5-IO-AIO-4.32.tgz";"25-Feb-2016";"02:23";"     91K"
"p5-IO-All-0.86.tgz";"25-Feb-2016";"02:23";"     53K"
"p5-IO-Capture-0.05p2.tgz";"25-Feb-2016";"02:23";"     19K"
"p5-IO-CaptureOutput-1.1104.tgz";"25-Feb-2016";"02:23";8646
"p5-IO-Digest-0.11.tgz";"25-Feb-2016";"02:23";3557
"p5-IO-HTML-1.001.tgz";"25-Feb-2016";"02:23";"     10K"
"p5-IO-Interface-1.09p0.tgz";"25-Feb-2016";"02:23";"     18K"
"p5-IO-KQueue-0.34p3.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-IO-Lambda-1.26.tgz";"25-Feb-2016";"02:23";"    124K"
"p5-IO-LockedFile-0.23p3.tgz";"25-Feb-2016";"02:23";8902
"p5-IO-Multiplex-1.13.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-IO-Pager-0.35.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-IO-SessionData-1.03.tgz";"25-Feb-2016";"02:23";4668
"p5-IO-Socket-INET6-2.72.tgz";"25-Feb-2016";"02:23";9618
"p5-IO-Socket-Multicast-1.12p5.tgz";"25-Feb-2016";"02:23";"     14K"
"p5-IO-Socket-SSL-2.023.tgz";"25-Feb-2016";"02:23";"    166K"
"p5-IO-Socket-Socks-0.65.tgz";"25-Feb-2016";"02:23";"     23K"
"p5-IO-Socket-Timeout-0.32.tgz";"25-Feb-2016";"02:23";6734
"p5-IO-String-1.08p2.tgz";"25-Feb-2016";"02:23";7298
"p5-IO-Tee-0.64p0.tgz";"25-Feb-2016";"02:23";5903
"p5-IO-TieCombine-1.004.tgz";"25-Feb-2016";"02:23";6002
"p5-IO-Tty-1.12p0.tgz";"25-Feb-2016";"02:23";"     27K"
"p5-IO-stringy-2.111.tgz";"25-Feb-2016";"02:23";"     42K"
"p5-IP-Country-2.28p0.tgz";"25-Feb-2016";"02:23";"    295K"
"p5-IPC-Run-0.94.tgz";"25-Feb-2016";"02:23";"    100K"
"p5-IPC-Run-SafeHandles-0.04p0.tgz";"25-Feb-2016";"02:23";4487
"p5-IPC-Run3-0.048.tgz";"25-Feb-2016";"02:23";"     21K"
"p5-IPC-ShareLite-0.17p4.tgz";"25-Feb-2016";"02:23";"     18K"
"p5-IPC-Shareable-0.61p0.tgz";"25-Feb-2016";"02:23";"     16K"
"p5-IPC-Signal-1.00.tgz";"25-Feb-2016";"02:23";4261
"p5-IRC-Utils-0.12p0.tgz";"25-Feb-2016";"02:23";"     14K"
"p5-Ima-DBI-0.35p0.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-Image-BioChrome-1.16p0.tgz";"25-Feb-2016";"02:23";"     12K"
"p5-Image-EXIF-2.01p0.tgz";"25-Feb-2016";"02:23";"     50K"
"p5-Image-ExifTool-10.00.tgz";"25-Feb-2016";"02:23";"      3M"
"p5-Image-Imlib2-2.03p3.tgz";"25-Feb-2016";"02:23";"     28K"
"p5-Image-Info-1.38.tgz";"25-Feb-2016";"02:23";"     45K"
"p5-Image-MetaData-JPEG-0.159.tgz";"25-Feb-2016";"02:23";"    230K"
"p5-Image-Size-3.300.tgz";"25-Feb-2016";"02:23";"     26K"
"p5-Imager-1.000p1.tgz";"25-Feb-2016";"02:23";"    740K"
"p5-Imager-QRCode-0.034p1.tgz";"25-Feb-2016";"02:23";"     31K"
"p5-Import-Into-1.002004.tgz";"25-Feb-2016";"02:23";7057
"p5-Inline-0.52p0.tgz";"25-Feb-2016";"02:23";"    147K"
"p5-Internals-1.1p4.tgz";"25-Feb-2016";"02:23";7481
"p5-Iterator-0.03p0.tgz";"25-Feb-2016";"02:23";"     13K"
"p5-Iterator-Util-0.02.tgz";"25-Feb-2016";"02:23";"     10K"
"p5-JSON-2.90.tgz";"25-Feb-2016";"02:23";"     83K"
"p5-JSON-Any-1.39.tgz";"25-Feb-2016";"02:23";9946
"p5-JSON-DWIW-0.47.tgz";"25-Feb-2016";"02:23";"     54K"
"p5-JSON-MaybeXS-1.003005.tgz";"25-Feb-2016";"02:23";6440
"p5-JSON-XS-3.01p0v1.tgz";"25-Feb-2016";"02:23";"     77K"
"p5-JSON-XS-VersionOneAndTwo-0.31p1.tgz";"25-Feb-2016";"02:23";3546
"p5-JavaScript-Minifier-1.05p0.tgz";"25-Feb-2016";"02:23";7091
"p5-Jcode-2.07.tgz";"25-Feb-2016";"02:23";"     20K"
"p5-Jifty-DBI-0.68.tgz";"25-Feb-2016";"02:23";"    125K"
"p5-LWP-Authen-Wsse-0.05p1.tgz";"25-Feb-2016";"02:23";4839
"p5-LWP-MediaTypes-6.02.tgz";"25-Feb-2016";"02:23";"     19K"
"p5-LWP-Protocol-https-6.06p0.tgz";"25-Feb-2016";"02:23";5624
"p5-LWP-Protocol-socks-1.7.tgz";"25-Feb-2016";"02:23";5445
"p5-LWP-UserAgent-Determined-1.03p0.tgz";"25-Feb-2016";"02:23";6322
"p5-LaTeX-Driver-0.200.4.tgz";"25-Feb-2016";"02:23";"     24K"
"p5-LaTeX-Encode-0.091.6.tgz";"25-Feb-2016";"02:23";"     19K"
"p5-LaTeX-Pod-0.21.tgz";"25-Feb-2016";"02:23";8588
